,Z3,X3,ZW_int,W3,Y3
0,0.5603541620544346,1.7873285227463636,0.6904335791218985,1.2321378618667735,2.1674099321434643
1,0.35233536467566756,0.03581134457873971,-0.14717301339481906,-0.4177071851140888,0.11053066298242803
2,-0.4591128103376378,-0.12572028085747677,-0.22268018823339641,0.485022816221648,-0.5501608205254584
3,-1.0422343993712513,3.8665181630866057,-2.082372278488014,1.997988436904641,5.568672796233353
4,-0.770318041979978,0.4020824584760614,0.2756509756185425,-0.3578404770450738,1.360915680878331
5,0.10057151674650511,-0.11357594241752306,0.024531776942854803,0.24392370460801754,0.39722799023703526
6,-0.9759921973568471,-2.3763946439397667,0.9864509862386525,-1.0107160578846117,-2.8467441659174417
7,0.9345402768095638,1.5208721824280724,-0.5300057678723827,-0.5671299365306914,0.7349693662588692
8,0.45956817589804905,1.8557721196103307,0.8056759757326301,1.7531152459768273,3.055559908205985
9,0.6079932514713345,0.0756938667526012,-1.178953874274252,-1.93909039519962,-2.797210313758745
10,0.6041878180755833,-1.0701263264741683,0.08517520766755914,0.14097471865429734,-2.3732964751404646
11,-0.2601788570629055,0.8769382102902659,-0.2640651793096412,1.01493711783735,2.966160865393992
12,1.3050278420237056,3.33162991572263,-0.9775516789969739,-0.749065765126578,1.8730356094411493
13,-1.086613103258053,-2.095970806943928,1.1434154136137307,-1.0522746414389483,-2.0913255296386124
14,-0.6473316004249773,-1.6363156002972383,0.1582341669120199,-0.2444406650442187,-2.2099147450430605
15,-0.13157330785523222,3.4757120346246912,-0.14063082937138985,1.0688401140307535,5.586943910585256
16,0.16393296276017552,-0.6629787387473708,-0.014637410142362323,-0.08928899896585174,-1.040474622700157
17,-0.5475464786535271,0.15482338712696764,-0.49741748885693193,0.9084479733668135,1.097111454320276
18,-1.574736763769341,0.492101050239779,-1.8077788666149437,1.147987973740948,2.33934328464235
19,0.5450683295866595,0.9977945856404182,-0.433181797614488,-0.7947293469480823,-1.1317038911805786
20,0.61465016534383,-0.5528203948024538,0.5715845006675707,0.9299346732426751,1.2178188187314447
21,-1.5409029385512942,-4.5794915541581185,1.535270582844093,-0.9963447693126624,-5.094705370481335
22,0.9873909787583739,1.1857519751110988,-1.3010182143328697,-1.3176322675834817,-0.8580043338434858
23,-1.2856002593406797,-1.6267074454710877,0.5496097226209975,-0.42751214355142164,-1.989378495244691
